s1_id,name,addr,country,pred_cid,cand_name,cand_addr,score,num_candidates,error_type
S1-269079079,piedmont starwood llc,irving  tx  2526 champagne drive,US,S3-605247202,piedmont starwood partners inc,texas  irving  2533 champagne dr,0.8015,30,approx_name_match
S1-269983972,reyes  joyner   clark inc,21 b 5th street  richmond  in,US,S2-286243063,holdings reyes  joyner   clark,in   24 b fifth street  richmond,0.7218,25,approx_name_match
S1-272670182,choice mortgage,unit 1212  tn  nashville  1200 broadway,US,S2-359727690,choice mortgage,762 bob bea ln  lower salford township  pa,0.79,1,same_name_different_addr
S1-272892451,mitchell metropolitan altenergy inc,2592 2125  clinton  ut,US,S2-91641310,mitchell  metropolitan altenergy inc,edmond  ok  1201 fretz ave,0.7544,40,approx_name_match
S1-273136301,prairie initiative,2369 park avenue  cincinnati  oh,US,S2-977967650,prairie initiative,itasca ave  sacramento  ca,0.8088,61,same_name_different_addr
S1-273609230,west preparatory academy,6878 erie road  unit suite 3  evans  ny,US,S2-320375042,west preparatory academy,,0.79,37,same_name_different_addr
S1-274156091,oncology specialists l l c,2264 hillside avenue  springfield  oh,US,S3-748612741,oncology specialists l l c,webber st  lowell  massachusetts,0.76,4,same_name_different_addr
S1-274545417,sweet cleaning service inc,2940 lavell avenue  wichita falls  tx,US,S2-51942172,sweet cleaning service inc,,0.79,54,same_name_different_addr
S1-276032296,prairie medical center,tx  houston  4605 woolworth street,US,S2-920683322,prairie medical center,,0.85,30,same_name_different_addr
S1-27613697,q 3 horizon proem llc,4132 nw blvd  unit apt 507  davenport  ia,US,S2-633271686,q 3  horizon proem downtown llc,4143c northwest blvd  davenport  ia,0.7181,2,approx_name_match
S1-280449629,rocky foundation,mansfield  2302 forest park circle  tx,US,S2-553893387,rocky foundation,5134 c hanks xing  n a  bloomington  in,0.79,23,same_name_different_addr
S1-284325689,human rights alliance,212 algonquin beach road  poestenkill  ny,US,S3-539006912,human rights alliance llc,van buren  new york   11 waterfront dr,0.733,35,approx_name_match
S1-285034005,unified talent ventures,400 chaney road  unit 619  smyrna  tn,US,S2-482021576,unified talent ventures inc,405 chaney rd  smyrna  tn,0.5441,1,approx_name_match
S1-287260332,downtown bike shop,464 lockwood folly road  bolivia  nc,US,S2-836036638,downtown bike shop,,0.79,43,same_name_different_addr
S1-287628922,red bike shop,181 brinkman avenue  buffalo  ny,US,S3-693978625,red bike shop,,0.79,39,same_name_different_addr
S1-288049261,guffey metro digital inc,6644 fallen timbers drive  dublin  oh,US,S2-278619482,moorehead metro inc center center,6644 fallen timbers drive  dublin  oh,0.5358,74,approx_name_match
S1-288119651,golden bistro,8 raspberry drive  malta  ny,US,S2-718783192,golden  bistro,gig harbor  15319 26th ave  wa,0.7829,35,approx_name_match
S1-288447356,lasoft worldwide,le center  mn  180 cordova avenue,US,S2-413251936,lasoft worldwide,6040 abbey church road  dubliin  oh,0.79,32,same_name_different_addr
S1-289244630,ivenova energia inc,vass  nc  371 dunlin court,US,S2-221953087,ivenova energia  inc,,0.845,64,approx_name_match
S1-289335483,venegas banking inc,maumee  3155 albon road  oh,US,S3-308632827,venegas banking holdings,3164 albon road  maumee  ohio,0.796,5,approx_name_match
S1-289672952,rev it up bakery llc,huntington  753 opal street  in,US,S3-757790866,rev it up bakery llc,2552 ritter street  chestrton cdp  indiana,0.805,33,same_name_different_addr
S1-289818637,metropolitan cardiology inc,al  decatur  2011 8th street,US,S2-56138918,metropolitan cardiology,mcginnis street  springville  al,0.8331,10,approx_name_match
S1-289834001,main street coffee,me  west paris  123 greenwood street,US,S2-72510228,main street coffee  corp,130 greenwood street  west paris  me,0.8711,22,approx_name_match
S1-291759416,uptown bike shop,12102 7th place  lake stevens  wa,US,S2-537278529,uptown bike shop,hemlock trail   null   morganton  nc,0.79,59,same_name_different_addr
S1-29216723,pediatric dental medicine llc,oh  cincinnati  5548 lucenna drive,US,S2-250339710,pediatric dental medicine coastal llc,cincinnati  oh  5550 lucenna drive,0.8764,34,approx_name_match
S1-293325184,zenet inc,altavista town  va  913 5th street,US,S2-98601809,zenet inc,10 beech street  east millinocket  me,0.8036,68,same_name_different_addr
S1-294172040,halceus stock llc,1311 jefferson street  city of new london  wi,US,S2-502064910,halceus stifel llc,city of wausau  wi  1215 9th st,0.6089,51,approx_name_match
S1-294349263,phoenix community center llc,4221 mcdowell road  unit 1036  phoenix  az,US,S2-428730199,phoenix community center inc,az  4234 mcdowell rd  phoenix,0.826,1,approx_name_match
S1-297072334,midwest montessori school,155 lexington drive  loveland  oh,US,S2-147158289,midwest  montessori school,third st  greenville  nc,0.7662,9,approx_name_match
S1-297472794,schulte pinnacle security llc,110 107 northbrook lane  patton twp  pa,US,S3-553130744,schulte pinnacle security metro llc,110 108 northbrook lane  patton twp  pennsylvania,0.8236,50,approx_name_match
S1-297508790,noum,columbia falls  mt  160 6th avenue,US,S2-494162067,noum,main street  searsport  me,0.85,44,same_name_different_addr
S1-297982788,bt trusted floating llc,9138 anthony avenue  chicago  il,US,S2-555049521,bt trusted floating uptown llc,9141 anthony avenue  chicago  il,0.5433,46,approx_name_match
S1-298901975,west unified brighthouse inc,ma  west springfield  33 kelly drive,US,S3-86525897,west unified brighthouse llc,34 1 2 kelly drive  west springfield  massachusetts,0.806,1,approx_name_match
S1-299154320,uptown nails,816 forest ridge road  grayson county  va,US,S2-915030783,uptown nails,lawsons drive  mecklenburg county  va,0.82,42,same_name_different_addr
S1-299847851,division of buildings,watsonville  714 roble street  ca,US,S2-615435930,division of buildings,westwood road  new haven township  ct,0.85,53,same_name_different_addr
S1-300964465,smart and fink,5298 h street  sacramento  ca,US,S2-899363185,smart and fink  ltd,5307 h street  sacramento  ca,0.5362,27,approx_name_match
S1-301159190,better research ventures,1212 burberry drive  lafayette  in,US,S2-973781990,better co ventures  research,lafayette  1214 burberry dr  in  null,0.7227,7,approx_name_match
S1-301842180,temple zion,4621 state avenue  glendale  az,US,S2-27341387,temple zion,az  winslow city  1017 fleming st,0.805,50,same_name_different_addr
S1-302602804,emalee s auto glass,cabot  2768 us route 2  vt,US,S3-770175210,holdings  emalee s  uto glass,2773 us route 2  cabot  vermont,0.5439,61,approx_name_match
S1-30425499,pacific barclays llc,22 innsbruck lane  belleville  il,US,S3-839286484,pacific barclays llc,,0.79,1,same_name_different_addr
S1-305836732,daly  martinez   carroll,winchester city  3115 valley avenue  va,US,S3-480421130,daly  martinez   carroll  llc,3119 valley ave  pmb 5264  winchester city  virginia,0.8121,21,approx_name_match
S1-308027083,lurleen donahue bny inc,portland  201 lotus beach drive  unit d21  or,US,S3-815900376,lurleen donahue bny inc,106 company street  baltimore  ohio,0.79,56,same_name_different_addr
S1-308894765,roy stock inc,7649 solana drive  unit apt 106  indianapolis  in,US,S2-189821727,roy stock inc,wadsworth city  po box 7815  oh  143 state street,0.79,37,same_name_different_addr
S1-309106486,28 11 renewable,85 laurelwood drive  hopedale  ma,US,S3-681291316,28 11 renewable metro,massachusetts  hopedale  0094 laurelwood drive,0.7924,12,approx_name_match
S1-30923395,berg  davidson and herndon pllc,tipp city  7946 tipp cowlesville road  oh,US,S3-434974065,berg  davidson and herndon,indiana  2886 jamestown ct  mishawaka city,0.7895,111,approx_name_match
S1-309605969,continental alliance inc,1 lake view terrace  stafford county  va,US,S3-256647835,continental alliance  inc,,0.786,11,approx_name_match
S1-310242460,temple baptist church,3697 ohltown mcdonald road  mineral ridge  oh,US,S2-660535438,temple baptist church,j street  richmond  in,0.79,59,same_name_different_addr
S1-310434739,heart institute,410 rivulon boulevard  unit 114  gilbert  az,US,S2-10202863,heart institute,,0.79,52,same_name_different_addr
S1-311362454,wilson clean  inc,ny  far rockaway  212 20 street,US,S2-813849290,wilson  clean,cooper crest street  olympia  wa,0.7601,1,approx_name_match
S1-311706972,happy diner,108 balsam road  bangor  me,US,S2-339363529,happy diner,null   623 93 street  ny  brooklyn,0.79,32,same_name_different_addr
S1-312672741,pediatric dental peak center,2807 dunham road  orangeville  ny,US,S2-182510360,pediatric dental peak center holdings,2812 dunham rd  ny  orangeville,0.5423,2,approx_name_match
S1-313167085,urban book store,284 columbus avenue  unit apartment a12  mount vernon  ny,US,S2-765454262,urban book store,bedford  in  60 indian trails lane,0.79,39,same_name_different_addr
S1-314028958,nv carlyle inc,3000 aspen loop  unit 3327  franklin  tn,US,S2-896550086,inc nv carlyle central,tn  3005 aspen loop  franklin,0.6862,57,approx_name_match
S1-314177819,animal welfare ministries,2040 spruce way  fl 1  medford  or,US,S2-807783,animal welfare ministries,251a 602  enterprise  al,0.79,14,same_name_different_addr
S1-314470260,anallese jackson legacy bioscience,tx  10293 torino drive  frisco,US,S2-795115242,anallese jackson legacy properties,10297 torino drive  frisco  tx,0.5704,84,approx_name_match
S1-316058504,eye care associates of cheektowaga associates,233 seine drive  cheektowaga  ny,US,S3-910543046,eye care associates of cheektowaga associates  north,buffalo  new york  24 seine dr,0.7902,56,approx_name_match
S1-316985767,board of health,4418 louisburg road  raleigh  nc,US,S3-187816551,board of health,henrico  13 oak grove trl  north carolina,0.79,43,same_name_different_addr
S1-317515414,rodriguez vine,elkridge  8015 riker road  md,US,S3-714476176,co rodriguez vn,8028 riker road  elkridge  maryland,0.5927,15,approx_name_match
S1-31759402,hatchett red,3714 hemlock lane  orange  tx,US,S2-53051562,hatchett red downtown,orange  po box 2411  tx  3735 hemlock lane,0.7689,11,approx_name_match
S1-317840041,bay federation,64735 e  town of keystone  wi,US,S2-113486216,bay federation,ct  104 jonathan lane  mansfield,0.79,24,same_name_different_addr
S1-318176621,heidie s smart pet care llc,310 paintbrush drive  prescott valley  az,US,S3-828171343,heidie s smart pet care highland llc,arizona  dewey  316 paintbrush drive,0.7403,68,approx_name_match
S1-319067278,education association,12670 lemaster drive  prince william county  va,US,S2-120561756,education association,wa  m st  tacoma,0.79,36,same_name_different_addr
S1-319278915,baptist services llc,980 mercantile drive  unit j  hanover  md,US,S2-326827671,baptist services llc,,0.79,46,same_name_different_addr
S1-319355986,regional mortgage global,3356 hershberger road  unit apt 39  roanoke city  va,US,S3-284515745,regional mortgage global inc,null   roanoke city  virginia  3377 hershberger road,0.803,17,approx_name_match
S1-319840616,joella braga bynordic,n91w17058 apple tree court  unit unit 4  village of menomonee falls  wi,US,S2-849630940,joella  braga bynordic ltd,n a  wi  n91w17069 apple tree ct  menomonee falls,0.8465,89,approx_name_match
S1-319855795,silver grill,1921 johnson road  plymouth township  pa,US,S2-269981765,silver grill,,0.79,35,same_name_different_addr
S1-320523951,the dent pizza,71 oakbrook lane  torrington  ct,US,S3-151117376,the dent  pizza,571a beverly glen ct  lake havasu city  arizona,0.7958,38,approx_name_match
S1-321791216,fresh software collective,4265 college avenue  indianapolis  in,US,S3-752509491,fresh software  collective,119030a german gulch road  butte silver bow  montana,0.7862,37,approx_name_match
S1-32196310,fionnula gerard metro renewables,145 webster street  unit i  hanover  ma,US,S2-70324240,kruse gerard metro renewables inc,145 webster st  hanover  ma,0.6434,68,approx_name_match
S1-32280281,lucky cafe,240 persimmon drive  unit c  pinebluff  nc,US,S3-174962472,lucky cafe llc,pinebluff    c  245 persimmon drive  north carolina,0.79,43,approx_name_match
S1-323904937,kuhn classic joint associates,wi  245940 hh  town of harrison,US,S2-498878599,kuhn classic joint associates partners lp,245951 hh  town of harrison  wi,0.8533,39,approx_name_match
S1-324369040,ambur givens supreme medical,231 sg posey street  vail  az,US,S2-464531318,ambur givens supreme medical  riverside,235 sg posey st  vail  az,0.5504,67,approx_name_match
S1-32438795,valley institute,255 james street  smithfield town  va,US,S2-419705193,valley institute,,0.79,38,same_name_different_addr
S1-324696873,cure auto body,14701 chalet drive  del valle  tx,US,S2-852129109,cure  auto body,,0.7655,64,approx_name_match
S1-325894834,keystone smith inc,395 lively hope road  northumberland county  va,US,S2-314931715,keystone smith inc,,0.79,14,same_name_different_addr
S1-328243900,cybil gust associates inc,1324 skyridge drive  unit a  crystal lake  il,US,S3-896064525,cybil gust agriculture inc,illinois  1337 skyridge drive    a  crysal lake city,0.6253,111,approx_name_match
S1-329392274,martin pampa llc,1585 aa30 road  neal  ks,US,S3-332277597,martin pampa ltd,kansas  1596 aa30 road  neal,0.7996,1,approx_name_match
S1-330238942,memorial project,20 ingate  unit 24  louisburg  nc,US,S2-733870619,memorial project,,0.79,37,same_name_different_addr
S1-331067020,pickett   warren llc,az  16700 alpine gold lane  unit 7  surprise,US,S2-469009749,pickett   warren ltd,16709 alpine gold ln  surprise dysart retail  az,0.8102,14,approx_name_match
S1-331738969,dental capital associates,6625 pioneer street  ridgefield  wa,US,S3-48886852,dental capital  associates,union st  marshfield  massachusetts,0.8049,38,approx_name_match
S1-331752689,optor,145 ward street  unit 67  revere  ma,US,S3-465788787,optor,,0.79,32,same_name_different_addr
S1-332156018,bright book store,492 highview street  thousand oaks  ca,US,S2-988341873,bright book store,,0.79,47,same_name_different_addr
S1-33291368,thomas and fischer inc,230 weaver street  unit apartment 1  rochester  ny,US,S3-978413494,thomas  and fischer inc,,0.7584,2,approx_name_match
S1-334582866,golden auto body llc,5000 old mountain road  stony point  nc,US,S2-845278151,golden auto body  llc,carolina ave  nc  ahoskie,0.8002,37,approx_name_match
S1-334882285,49 72 telecommunication,elmhurst  il  905 fairfield avenue,US,S3-260340262,49 72 telecommunication downtown,912 fairfield avenue  elmhurst  illinois,0.7953,58,approx_name_match
S1-33513872,eye golden medicine,1341 beechview drive  oh  vermilion,US,S2-193870432,eye golden medicine group,1350  beechview drive  vermilion  oh,0.5359,16,approx_name_match
S1-339089012,beth presbyterian church,1230 palmer street  downers grove  il,US,S2-24673015,beth presbyterian church,ct  shelton  null  373 long hill ave,0.79,29,same_name_different_addr
S1-341919326,georgianna f  michel  d o,az  tucson  8726 getsinger lane,US,S3-173134219,georgianna f  mirchl  d o  corp,8729d getsinger ln  tucson  arizona,0.7234,123,approx_name_match
S1-343956927,american launch inc,3406 springtree lane  sand springs  ok,US,S2-19575125,american launch  inc,,0.785,5,approx_name_match
